freguesia,genero,ocupacao,tempo,destino,valor
Bonfim,HM,Total,Total,"No mesmo município, noutra freguesia",4946
Bonfim,HM,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,M,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,M,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,H,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,H,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,M,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,HM,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,H,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,HM,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,HM,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",0
Bonfim,HM,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,M,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,M,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",0
Bonfim,H,Empregada,61 - 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,H,Total,61 - 90 minutos,Na freguesia onde reside atualmente,0
Bonfim,H,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",0
Bonfim,H,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,61 - 90 minutos,Na freguesia onde reside atualmente,1
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,1
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",1
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",1
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,1
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,61 - 90 minutos,Na freguesia onde reside atualmente,2
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,61 - 90 minutos,Na freguesia onde reside atualmente,2
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",2
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,61 - 90 minutos,Na freguesia onde reside atualmente,2
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",2
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",3
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",3
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,61 - 90 minutos,Na freguesia onde reside atualmente,3
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",4
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,61 - 90 minutos,Na freguesia onde reside atualmente,4
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",7
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,7
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",7
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",8
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",9
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",11
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",12
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",16
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,19
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",21
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",24
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,26
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",33
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",40
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,42
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,31 - 60 minutos,Na freguesia onde reside atualmente,49
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,52
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,31 - 60 minutos,Na freguesia onde reside atualmente,71
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",72
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",91
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,94
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,31 - 60 minutos,Na freguesia onde reside atualmente,120
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",163
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,225
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",253
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,264
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",325
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,350
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",358
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Até 15 minutos,"No mesmo município, noutra freguesia",359
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Até 15 minutos,"No mesmo município, noutra freguesia",360
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",449
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,489
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,16 - 30 minutos,Na freguesia onde reside atualmente,575
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,586
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,16 - 30 minutos,"No mesmo município, noutra freguesia",608
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",611
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,16 - 30 minutos,"No mesmo município, noutra freguesia",635
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Até 15 minutos,"No mesmo município, noutra freguesia",719
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",774
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Até 15 minutos,Na freguesia onde reside atualmente,789
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Até 15 minutos,Na freguesia onde reside atualmente,827
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,16 - 30 minutos,Na freguesia onde reside atualmente,850
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Até 15 minutos,"No mesmo município, noutra freguesia",864
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Até 15 minutos,"No mesmo município, noutra freguesia",887
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,936
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Total,Na freguesia onde reside atualmente,1022
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Total,"No mesmo município, noutra freguesia",1044
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,16 - 30 minutos,"No mesmo município, noutra freguesia",1089
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Total,"No mesmo município, noutra freguesia",1090
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Total,Na freguesia onde reside atualmente,1110
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Até 15 minutos,"No mesmo município, noutra freguesia",1224
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,16 - 30 minutos,"No mesmo município, noutra freguesia",1243
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Até 15 minutos,"No mesmo município, noutra freguesia",1246
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Até 15 minutos,Na freguesia onde reside atualmente,1344
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,16 - 30 minutos,Na freguesia onde reside atualmente,1425
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,16 - 30 minutos,"No mesmo município, noutra freguesia",1478
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Até 15 minutos,Na freguesia onde reside atualmente,1576
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Até 15 minutos,Na freguesia onde reside atualmente,1616
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,16 - 30 minutos,"No mesmo município, noutra freguesia",1697
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Total,Na freguesia onde reside atualmente,1737
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Até 15 minutos,"No mesmo município, noutra freguesia",1751
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,16 - 30 minutos,"No mesmo município, noutra freguesia",2113
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Total,Na freguesia onde reside atualmente,2132
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Até 15 minutos,Na freguesia onde reside atualmente,2133
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Total,"No mesmo município, noutra freguesia",2134
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Total,Na freguesia onde reside atualmente,2216
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Total,"No mesmo município, noutra freguesia",2248
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Até 15 minutos,Na freguesia onde reside atualmente,2403
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Até 15 minutos,"No mesmo município, noutra freguesia",2470
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,16 - 30 minutos,"No mesmo município, noutra freguesia",2567
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Total,"No mesmo município, noutra freguesia",2723
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Total,Na freguesia onde reside atualmente,2759
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Até 15 minutos,Na freguesia onde reside atualmente,2920
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Total,"No mesmo município, noutra freguesia",3292
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Total,Na freguesia onde reside atualmente,3326
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,16 - 30 minutos,"No mesmo município, noutra freguesia",3810
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Total,"No mesmo município, noutra freguesia",3813
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Total,Na freguesia onde reside atualmente,3953
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Até 15 minutos,Na freguesia onde reside atualmente,4536
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Total,"No mesmo município, noutra freguesia",4971
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Total,Na freguesia onde reside atualmente,6085
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Total,"No mesmo município, noutra freguesia",7105
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,61 - 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Mais de 90 minutos,Na freguesia onde reside atualmente,0
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",1
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",2
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",3
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Estudante,Mais de 90 minutos,"No mesmo município, noutra freguesia",3
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",4
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",4
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",6
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,6
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,7
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Empregada,Mais de 90 minutos,"No mesmo município, noutra freguesia",7
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",10
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,Mais de 90 minutos,"No mesmo município, noutra freguesia",10
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",11
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",11
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Estudante,31 - 60 minutos,Na freguesia onde reside atualmente,13
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,14
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",19
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Total,31 - 60 minutos,Na freguesia onde reside atualmente,21
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Estudante,61 - 90 minutos,"No mesmo município, noutra freguesia",21
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",22
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,26
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",29
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Empregada,61 - 90 minutos,"No mesmo município, noutra freguesia",30
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,31 - 60 minutos,Na freguesia onde reside atualmente,32
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Empregada,31 - 60 minutos,Na freguesia onde reside atualmente,40
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,61 - 90 minutos,"No mesmo município, noutra freguesia",51
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,31 - 60 minutos,Na freguesia onde reside atualmente,53
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,85
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",112
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",124
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,134
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,138
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,141
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",159
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Empregada,16 - 30 minutos,Na freguesia onde reside atualmente,219
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Total,16 - 30 minutos,Na freguesia onde reside atualmente,223
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Estudante,31 - 60 minutos,"No mesmo município, noutra freguesia",236
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",243
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",271
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,16 - 30 minutos,Na freguesia onde reside atualmente,275
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Estudante,16 - 30 minutos,Na freguesia onde reside atualmente,279
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",367
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Empregada,31 - 60 minutos,"No mesmo município, noutra freguesia",402
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Até 15 minutos,"No mesmo município, noutra freguesia",450
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,Até 15 minutos,"No mesmo município, noutra freguesia",465
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,16 - 30 minutos,Na freguesia onde reside atualmente,498
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,Até 15 minutos,Na freguesia onde reside atualmente,558
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,16 - 30 minutos,"No mesmo município, noutra freguesia",579
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,31 - 60 minutos,"No mesmo município, noutra freguesia",638
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,16 - 30 minutos,"No mesmo município, noutra freguesia",639
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,Total,Na freguesia onde reside atualmente,657
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,Até 15 minutos,"No mesmo município, noutra freguesia",829
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Empregada,Até 15 minutos,"No mesmo município, noutra freguesia",842
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,Até 15 minutos,Na freguesia onde reside atualmente,848
